ID,Area,Doc,Route/Context,Source (component › element),Type,English (verbatim),Arabic (fill in),Status,Bundle Key,Raw Status
119,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-false-positive-dialog › toast,toast,No alerts selected,,keyed,alerts.falsePositive.noAlertsSelected,key: alerts.falsePositive.noAlertsSelected
120,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-false-positive-dialog › toast,toast,Alert marked as false positive,,keyed,alerts.falsePositive.markedSingle,key: alerts.falsePositive.markedSingle
121,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-false-positive-dialog › toast,toast,`{count} alerts marked as false positive`,,keyed,alerts.falsePositive.markedBulk,key: alerts.falsePositive.markedBulk (fn)
122,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-false-positive-dialog › footer,button,Cancel / Confirm / Updating…,,keyed,"alerts.falsePositive.{cancel,submitIdle,submitting}","key: alerts.falsePositive.{cancel,submitIdle,submitting}"
123,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-false-positive-dialog › validation,validation,Provide a clear reason,,keyed,alerts.falsePositive.reasonError,key: alerts.falsePositive.reasonError
124,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-merge-dialog › title,modal-title,Merge Alerts,,keyed,alerts.merge.title,key: alerts.merge.title
125,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-merge-dialog › desc,modal-body,Choose which alert remains open. The others will be merged into it and marked accordingly.,,keyed,alerts.merge.description,key: alerts.merge.description
126,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-merge-dialog › field,label/placeholder,Primary Alert / Choose primary alert,,keyed,alerts.merge.primaryLabel,key: alerts.merge.primaryLabel / primaryPlaceholder
127,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-merge-dialog › field,label,Merge Set,,keyed,alerts.merge.mergeSet,key: alerts.merge.mergeSet
128,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-merge-dialog › toast,toast,Select at least two alerts to merge,,keyed,alerts.merge.selectAtLeastTwo,key: alerts.merge.selectAtLeastTwo
129,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-merge-dialog › toast,toast,`Merged {count} related alerts`,,keyed,alerts.merge.merged,key: alerts.merge.merged (fn)
130,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-merge-dialog › footer,button,Cancel / Merge Alerts / Merging…,,keyed,"alerts.merge.{cancel,submitIdle,submitting}","key: alerts.merge.{cancel,submitIdle,submitting}"
131,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-merge-dialog › validation,validation,Select the primary alert,,keyed,alerts.merge.primaryError,key: alerts.merge.primaryError
132,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-status-dialog › title,modal-title,Update Alert Status,,keyed,alerts.statusDialog.title,key: alerts.statusDialog.title
133,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-status-dialog › desc,modal-body,`Move {title} to the next lifecycle stage. Only valid backend transitions are shown.`,,keyed,alerts.statusDialog.description,key: alerts.statusDialog.description (fn)
134,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-status-dialog › field,label/placeholder,New Status / Select status,,keyed,alerts.statusDialog.newStatusLabel,key: alerts.statusDialog.newStatusLabel / selectStatus
135,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-status-dialog › field,label,Resolution Summary / Analyst Notes,,keyed,alerts.statusDialog.resolutionSummary,key: alerts.statusDialog.resolutionSummary / analystNotes
136,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-status-dialog › field,placeholder,Document how the alert was resolved.,,keyed,alerts.statusDialog.resolvedPlaceholder,key: alerts.statusDialog.resolvedPlaceholder
137,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-status-dialog › field,placeholder,Add context for this transition.,,keyed,alerts.statusDialog.transitionPlaceholder,key: alerts.statusDialog.transitionPlaceholder
138,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-status-dialog › field,label/placeholder,False Positive Reason / Describe why this alert is benign.,,keyed,alerts.statusDialog.fpReasonLabel,key: alerts.statusDialog.fpReasonLabel / fpReasonPlaceholder
139,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-status-dialog › toast,toast,`Alert moved to {status}`,,keyed,alerts.statusDialog.movedTo,key: alerts.statusDialog.movedTo (fn)
140,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-status-dialog › footer,button,Cancel / Update Status / Updating…,,keyed,"alerts.statusDialog.{cancel,submitIdle,submitting}","key: alerts.statusDialog.{cancel,submitIdle,submitting}"
141,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-status-dialog › validation,validation,Resolution notes are required,,keyed,alerts.statusDialog.resolutionNotesError,key: alerts.statusDialog.resolutionNotesError
142,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,alert-status-dialog › validation,validation,A false-positive reason is required,,keyed,alerts.statusDialog.fpReasonError,key: alerts.statusDialog.fpReasonError
143,Cyber · Core,20-cyber-core.md,/cyber/alerts — Alert Management (list)  ·  alerts/page.tsx,(all dialogs) › status/severity badges,badge,(rendered via `StatusBadge`/`SeverityIndicator`),,HARDCODED,,data-driven — enum → `src/lib/cyber-alerts.ts` `ALERT_STATUS_CONFIG` labels (HARDCODED English: New/Acknowledged/Investigating/In Progress/Resolved/Closed/False Positive/Escalated/Merged)
144,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,page › PageHeader.title,heading,Alert Investigation Workspace,,keyed,alerts.detail.title,key: alerts.detail.title
145,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,page › PageHeader.description,subheading,"Inspect the explanation payload, review supporting evidence, collaborate with analysts, and pivot into related detections.",,keyed,alerts.detail.description,key: alerts.detail.description
146,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,page › action,button,Back to Alerts,,keyed,alerts.detail.backToAlerts,key: alerts.detail.backToAlerts
147,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,page › action,button,Refresh,,keyed,alerts.detail.refresh,key: alerts.detail.refresh
148,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,page › error,error,Failed to load alert details,,keyed,alerts.detail.loadError,key: alerts.detail.loadError
149,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,page › tabs,tab,AI Explanation / Evidence / Comments / Timeline / Related Alerts,,keyed,"alerts.detail.tab{Explanation,Evidence,Comments,Timeline,Related}","key: alerts.detail.tab{Explanation,Evidence,Comments,Timeline,Related}"
150,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-header › stat,label,Events Correlated,,keyed,alerts.header.eventsCorrelated,key: alerts.header.eventsCorrelated
151,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-header › meta,body,`Source: {source}`,,keyed,alerts.header.source,key: alerts.header.source (fn)
152,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-header › meta,label,First Seen,,keyed,alerts.header.firstSeen,key: alerts.header.firstSeen
153,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-header › meta,body,`Last seen {when}`,,keyed,alerts.header.lastSeen,key: alerts.header.lastSeen (fn)
154,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-header › block,label,Affected Asset / No linked asset,,keyed,alerts.header.affectedAsset,key: alerts.header.affectedAsset / noLinkedAsset
155,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-header › block,body,`Criticality: {value}`,,keyed,alerts.header.criticality,key: alerts.header.criticality (fn)
156,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-header › block,body,Asset context unavailable,,keyed,alerts.header.assetContextUnavailable,key: alerts.header.assetContextUnavailable
157,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-header › block,label,Assigned Analyst / Unassigned / No analyst attached yet,,keyed,"alerts.header.{assignedAnalyst,unassigned,noAnalystAttached}","key: alerts.header.{assignedAnalyst,unassigned,noAnalystAttached}"
158,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-header › block,heading,Analyst Actions,,keyed,alerts.header.analystActions,key: alerts.header.analystActions
159,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-header › block,body,No analyst description was provided for this alert.,,keyed,alerts.header.noDescription,key: alerts.header.noDescription
160,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,confidence-gauge › band,label,Very High / High / Medium / Low,,keyed,"alerts.gauge.{veryHigh,high,medium,low}","key: alerts.gauge.{veryHigh,high,medium,low}"
161,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,confidence-gauge › suffix,label,Confidence,,keyed,alerts.gauge.confidenceSuffix,key: alerts.gauge.confidenceSuffix
162,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-header actions (`alert-actions.tsx`),body,You have read-only access to this alert.,,keyed,alerts.actions.readOnly,key: alerts.actions.readOnly
163,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-actions › buttons,button,Acknowledge / Start Investigation / Reopen / Resolve / Close / Escalate / Mark False Positive / Confirm True Positive / Assign / Change Status,,keyed,"alerts.actions.{acknowledge,startInvestigation,reopen,resolve,close,escalate,markFalsePositive,confirmTruePositive,assign,changeStatus}","key: alerts.actions.{acknowledge,startInvestigation,reopen,resolve,close,escalate,markFalsePositive,confirmTruePositive,assign,changeStatus}"
164,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-actions › toast,toast,Rule feedback submitted — confirmed true positive,,keyed,alerts.actions.truePositiveSubmitted,key: alerts.actions.truePositiveSubmitted
165,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-actions › toast,toast,Failed to submit rule feedback,,keyed,alerts.actions.truePositiveFailed,key: alerts.actions.truePositiveFailed
166,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-actions › confirm TP,modal-title,Confirm True Positive,,keyed,alerts.actions.confirmTpTitle,key: alerts.actions.confirmTpTitle
167,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-actions › confirm TP,modal-body,"`Submit feedback that ""{title}"" is a genuine threat. This helps tune the detection rule's accuracy.`",,keyed,alerts.actions.confirmTpDescription,key: alerts.actions.confirmTpDescription (fn)
168,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-actions › confirm,button,Submitting… / Confirm,,keyed,"alerts.actions.{submitting,confirm}","key: alerts.actions.{submitting,confirm}"
169,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-actions › confirm titles,modal-title,Acknowledge Alert / Move To Investigation / Close Alert / Confirm Status Change,,keyed,"alerts.actions.confirmTitle{Ack,Investigate,Close,Default}","key: alerts.actions.confirmTitle{Ack,Investigate,Close,Default}"
170,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-actions › confirm labels,button,Acknowledge / Start Investigation / Close Alert / Continue,,keyed,"alerts.actions.confirmLabel{Ack,Investigate,Close,Default}","key: alerts.actions.confirmLabel{Ack,Investigate,Close,Default}"
171,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-actions › confirm desc,modal-body,`This will acknowledge {title} and auto-assign it to you if it is still unowned.`,,keyed,alerts.actions.confirmDescAck,key: alerts.actions.confirmDescAck (fn)
172,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-actions › confirm desc,modal-body,`This will move {title} into the investigating state so analysts can continue the case.`,,keyed,alerts.actions.confirmDescInvestigate,key: alerts.actions.confirmDescInvestigate (fn)
173,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-actions › confirm desc,modal-body,`This will close {title} and end the active investigation workflow.`,,keyed,alerts.actions.confirmDescClose,key: alerts.actions.confirmDescClose (fn)
174,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-actions › confirm desc,modal-body,`Update {title}.`,,keyed,alerts.actions.confirmDescDefault,key: alerts.actions.confirmDescDefault (fn)
175,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-comments › eyebrow/heading,eyebrow/heading,Investigation Comments / Analyst Collaboration,,keyed,alerts.comments.eyebrow,key: alerts.comments.eyebrow / heading
176,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-comments › input,placeholder,"Document findings, note pivots, or mention a teammate with @name.",,keyed,alerts.comments.placeholder,key: alerts.comments.placeholder
177,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-comments › button,button,Add Comment / Posting…,,keyed,alerts.comments.addIdle,key: alerts.comments.addIdle / addBusy
178,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-comments › toast,toast,Comment added / Failed to add comment,,keyed,alerts.comments.added,key: alerts.comments.added / addFailed
179,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-comments › error,error,Failed to load comments,,keyed,alerts.comments.loadError,key: alerts.comments.loadError
180,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-comments › empty,empty-state,No investigation comments yet.,,keyed,alerts.comments.empty,key: alerts.comments.empty
181,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-comments › system author,label,System,,keyed,alerts.comments.system,key: alerts.comments.system
182,Cyber · Core,20-cyber-core.md,/cyber/alerts/[id] — Alert Investigation Workspace (detail)  ·  alerts/[id]/page.tsx,alert-explanation › eyebrow,eyebrow,AI Explanation,,keyed,alerts.explanation.eyebrow,key: alerts.explanation.eyebrow
